Job Title,Company,Location,Category,Expiry Date,Description,Source Site,Apply Email
PHARMACIST,Ponai Medical Centre,Harare,Healthcare,"Expires July 30, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT GRADUATE TRAINEE,Agricultural Marketing Authority,Zimbabwe,Sales & Marketing,"Expires July 17, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT ACCOUNTANT,Floor & Wall Finishes,Harare,Finance & Banking,"Expires July 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SALES REPRESENTATIVE,Gala-Way Recruitment Services,Harare,Sales & Marketing,"Expires July 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
COST ACCOUNTANT,Gala-Way Recruitment Services,Zimbabwe,Finance & Banking,"Expires July 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE,N/A,Zimbabwe,Other,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DATA ANALYST/ACCOUNTS,The Recruitment Company,Zimbabwe,Finance & Banking,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SENIOR BRAND MANAGER,The Recruitment Company,Zimbabwe,Sales & Marketing,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TANKER DRIVER,N/A,Zimbabwe,Transportation & Logistics,"Expires July 16, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CHOIR MASTER,Maranatha Christian Schools,Zimbabwe,Education & Training,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SPORTS DIRECTOR,Maranatha Christian Schools,Zimbabwe,Management,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE OFFICER,N/A,Zimbabwe,Finance & Banking,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT & LOGISTICS INTERN,Norwegian People's Aid,Zimbabwe,Transportation & Logistics,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT INTERN,N/A,Harare,Other,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FINANCE INTERN,N/A,Harare,Finance & Banking,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DEVELOPER,Havano,Zimbabwe,IT & Technology,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GEOLOGIST,N/A,Zimbabwe,Other,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ASSISTANT REGISTRAR,N/A,Zimbabwe,Administration,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GENERAL HANDS (REFUSE COLLECTORS),N/A,Zimbabwe,Other,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
REFUSE COMPACTOR DRIVER,N/A,Zimbabwe,Transportation & Logistics,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT OFFICER,N/A,Harare,Administration,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SECRETARY,Daramombe High School,Zimbabwe,Administration,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTING OFFICER,N/A,Zimbabwe,Finance & Banking,"Expires July 29, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTS & STORES CLERK,N/A,Harare,Finance & Banking,"Expires July 23, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ADMINISTRATIVE CLERK,N/A,Harare,Administration,"Expires July 19, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
FIRE FIGHTER,Chiredzi Town Council,Zimbabwe,Other,"Expires July 28, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PAINTER,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DISPATCH ASSISTANT,N/A,Harare,Administration,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BAG/POUCH MAKING MACHINE OPERATOR,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
RAW MATERIAL & INK STOREMEN,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SLITTER/REWINDER  OPERATOR,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ARTISAN/GRAVURE PRINTING MACHINE MINDERS,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
QUALITY ASSUARANCE INSPECTOR,N/A,Harare,Other,"Expires July 20, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
MUSKETRY INSTRUCTOR,N/A,Bulawayo,Education & Training,"Expires July 16, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ENVIRONMENTAL HEALTH OFFICER,Mvurwi Town Council,Zimbabwe,Healthcare,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT OFFICER,Mvurwi Town Council,Zimbabwe,Administration,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
SKILLED CARPENTER,N/A,Zimbabwe,Other,"Expires July 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
BUILDER,N/A,Zimbabwe,Other,"Expires July 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
TRAFFIC OFFICER,ZBC,Harare,Administration,"Expires July 21, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PROCUREMENT OFFICER,Epworth Local Board,Harare,Administration,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GENERAL HANDS REFUSE COLLECTOR,Epworth Local Board,Harare,Other,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
REFUSE COMPACTOR DRIVER,Epworth Local Board,Harare,Transportation & Logistics,"Expires July 31, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
CARETAKER,Groombridge Primary School,Harare,Education & Training,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
ACCOUNTS ASSISTANT,Groombridge Primary School,Harare,Finance & Banking,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
PE TEACHER,Groombridge Primary School,Harare,Education & Training,"Expires July 18, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
GRADUATE TRAINEE FINANCE,Southern African Power Pool,Harare,Finance & Banking,"Expires July 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
"FINANCE , ADMINISTRATION & HUMAN RESOURCES DIRECTOR",Printflow,Harare,Finance & Banking,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
HR BUSINESS PARTNER,TIMB,Zimbabwe,Other,"Expires July 23, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
LEGAL ADVISOR,Zimasco,Zimbabwe,Legal,"Expires July 25, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
DEVOPS ENGINEER,Zimbabwe Stock Exchange,Zimbabwe,Engineering,"Expires July 27, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
INVENTORY CONTROLLER,Electrosales,Zimbabwe,Sales & Marketing,"Expires July 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
COUNTER SALES SUPERVISOR,Electrosales,Zimbabwe,Sales & Marketing,"Expires July 9, 2025",Job posted on Jobs Zimbabwe. Full details available on website.,Jobs Zimbabwe,Apply on Jobs Zimbabwe
Jobs Available - Visit ZimboJobs.com,Various Employers,Zimbabwe,General,N/A,Job listings may be loaded dynamically. Visit zimbojobs.com directly to view current opportunities.,ZimboJobs,Apply on ZimboJobs
Data Science Intern,Action for Youth Foundation Trust,Harare,NGO & Development,"Expires September 09, 2025",Job opportunity at Action for Youth Foundation Trust posted on VacancyBox. Position available in Harare. Full details available on website.,VacancyBox,Apply on VacancyBox
Underwriting Attach,Champions Insurance Company (Private) Limited,Harare,Finance & Banking,"Expires September 09, 2025",Job opportunity at Champions Insurance Company (Private) Limited posted on VacancyBox. Position available in Harare. Full details available on website.,VacancyBox,Apply on VacancyBox
Monitoring and Evaluation Assistant,Gonarezhou Conservation Trust,Gonarezhou,Administration,"Expires September 09, 2025",Job opportunity at Gonarezhou Conservation Trust posted on VacancyBox. Position available in Gonarezhou. Full details available on website.,VacancyBox,Apply on VacancyBox
Community Outreach Assistant,International Organization for Migration (IOM),Harare,Administration,"Expires September 09, 2025",Job opportunity at International Organization for Migration (IOM) posted on VacancyBox. Position available in Harare. Full details available on website.,VacancyBox,Apply on VacancyBox
Accessible Heritage Tourism Assistant,UNESCO,Harare,Administration,"Expires September 09, 2025",Job opportunity at UNESCO posted on VacancyBox. Position available in Harare. Full details available on website.,VacancyBox,Apply on VacancyBox
Careers - Recruitment Matters,Recruitment Matters,Zimbabwe,Human Resources,N/A,Full details on website.,RecruitmentMatters,Apply on RecruitmentMatters
Cloud Solutions,"wide collaboration, improving business efficiency and increasing productivity. W",Zimbabwe,Sales & Marketing,N/A,"Cloud Solutions Cloud Solutions With everything from email services to inventory management & productivity tools, we have a solution for you to enhance your business productivity. Chrome OS Enterprise d6 Solutions Data Migration Ecommerce Solutions Google Workspace for Education Google Workspace Work Transformation Jumpcloud Microsoft 365 Digital Marketing Digital Marketing Optimising your online",RecruitmentMatters,Apply on RecruitmentMatters
